observation_date,PAYEMS,CE16OV,INDPRO,CMRMT,PCEC96,W875RX1
2010-12-01,130835.0,139301.0,93.5851,1157650.0,11473.2,11523.9
2011-01-01,130842.0,139250.0,93.3944,1171839.0,11486.0,11708.4
2011-02-01,131052.0,139394.0,92.993,1155055.0,11482.8,11761.8
2011-03-01,131277.0,139639.0,93.982,1168286.0,11522.6,11734.0
2011-04-01,131604.0,139586.0,93.6525,1164024.0,11508.9,11719.4
2011-05-01,131704.0,139624.0,93.7775,1154888.0,11495.6,11715.9
2011-06-01,131936.0,139384.0,94.0467,1166558.0,11522.3,11785.7
2011-07-01,131991.0,139524.0,94.4931,1171851.0,11542.3,11856.3
2011-08-01,132124.0,139942.0,95.0969,1180548.0,11535.3,11854.7
2011-09-01,132345.0,140183.0,95.0281,1172878.0,11554.3,11840.1
2011-10-01,132557.0,140368.0,95.6924,1187685.0,11575.1,11842.3
2011-11-01,132701.0,140826.0,95.6913,1183388.0,11555.7,11829.9
2011-12-01,132901.0,140902.0,96.1938,1193759.0,11560.9,11949.8
2012-01-01,133246.0,141584.0,96.779,1200818.0,11605.5,12032.0
2012-02-01,133518.0,141858.0,97.0959,1205143.0,11675.8,12108.5
2012-03-01,133744.0,142036.0,96.5919,1204027.0,11660.5,12142.7
2012-04-01,133827.0,141899.0,97.2942,1207954.0,11671.4,12191.2
2012-05-01,133935.0,142206.0,97.4853,1211617.0,11672.0,12183.0
2012-06-01,134007.0,142391.0,97.4959,1208240.0,11659.9,12168.5
2012-07-01,134153.0,142292.0,97.6922,1210539.0,11684.4,12080.6
2012-08-01,134330.0,142291.0,97.3061,1209461.0,11686.7,12061.8
2012-09-01,134512.0,143044.0,97.2383,1211283.0,11703.2,12161.3
2012-10-01,134671.0,143431.0,97.5425,1206602.0,11702.3,12268.6
2012-11-01,134834.0,143333.0,97.934,1228837.0,11753.4,12457.7
2012-12-01,135075.0,143330.0,98.1984,1233388.0,11758.3,12812.9
2013-01-01,135265.0,143292.0,98.2029,1237216.0,11810.6,12052.3
2013-02-01,135544.0,143362.0,98.6733,1242279.0,11808.6,12028.1
2013-03-01,135689.0,143316.0,99.0788,1235591.0,11823.8,12065.8
2013-04-01,135876.0,143635.0,98.9658,1233842.0,11826.4,12133.9
2013-05-01,136091.0,143882.0,99.0567,1247803.0,11860.1,12186.3
2013-06-01,136269.0,143999.0,99.2424,1243929.0,11857.7,12182.7
2013-07-01,136391.0,144264.0,98.9258,1244157.0,11872.3,12155.0
2013-08-01,136635.0,144326.0,99.5059,1249320.0,11890.3,12176.8
2013-09-01,136819.0,144418.0,100.0391,1253661.0,11926.1,12235.2
2013-10-01,137039.0,143537.0,99.9203,1260475.0,11964.6,12189.0
2013-11-01,137314.0,144479.0,100.1661,1275801.0,12013.7,12228.0
2013-12-01,137368.0,144778.0,100.3777,1270949.0,12024.7,12256.4
2014-01-01,137552.0,145150.0,99.999,1258055.0,11985.0,12325.9
2014-02-01,137707.0,145134.0,100.7583,1268722.0,12039.4,12398.8
2014-03-01,137986.0,145648.0,101.7767,1279006.0,12108.3,12463.0
2014-04-01,138298.0,145667.0,101.8425,1280443.0,12128.1,12494.1
2014-05-01,138501.0,145825.0,102.2594,1283964.0,12154.5,12517.4
2014-06-01,138833.0,146247.0,102.5986,1283791.0,12197.1,12562.1
2014-07-01,139076.0,146399.0,102.8163,1291656.0,12223.6,12593.5
2014-08-01,139258.0,146530.0,102.6562,1294102.0,12306.5,12657.1
2014-09-01,139563.0,146778.0,102.9776,1293829.0,12310.2,12701.3
2014-10-01,139805.0,147427.0,102.9892,1295747.0,12389.1,12769.9
2014-11-01,140089.0,147404.0,103.6402,1298950.0,12420.6,12848.6
2014-12-01,140366.0,147615.0,103.6345,1306392.0,12455.1,12933.1
2015-01-01,140562.0,148145.0,102.8239,1308978.0,12484.7,13038.7
2015-02-01,140829.0,148045.0,102.1513,1303724.0,12514.1,13086.9
2015-03-01,140924.0,148128.0,101.824,1310961.0,12551.8,13043.4
2015-04-01,141202.0,148511.0,101.244,1321167.0,12574.8,13080.5
2015-05-01,141540.0,148817.0,100.783,1307579.0,12612.7,13108.5
2015-06-01,141695.0,148816.0,100.4781,1309833.0,12621.6,13116.2
2015-07-01,141989.0,148830.0,101.1052,1313431.0,12668.4,13138.7
2015-08-01,142130.0,149181.0,100.9442,1315072.0,12699.7,13165.5
2015-09-01,142265.0,148826.0,100.6507,1327948.0,12707.2,13200.8
2015-10-01,142585.0,149246.0,100.1871,1325144.0,12715.9,13235.8
2015-11-01,142810.0,149463.0,99.4382,1322511.0,12737.0,13227.7
2015-12-01,143083.0,150128.0,98.939,1320606.0,12777.3,13278.2
2016-01-01,143198.0,150653.0,99.4558,1321509.0,12798.7,13294.9
2016-02-01,143410.0,150939.0,98.9136,1332078.0,12884.0,13288.1
2016-03-01,143666.0,151218.0,98.1907,1332612.0,12836.1,13286.4
2016-04-01,143856.0,151074.0,98.4669,1331387.0,12870.2,13263.0
2016-05-01,143901.0,151132.0,98.2518,1323914.0,12891.2,13253.1
2016-06-01,144152.0,151223.0,98.7275,1331850.0,12948.6,13272.8
2016-07-01,144515.0,151554.0,98.836,1330786.0,12972.2,13334.6
2016-08-01,144664.0,151779.0,98.7554,1340941.0,12986.1,13344.9
2016-09-01,144961.0,151761.0,98.6596,1342844.0,13020.9,13385.3
2016-10-01,145069.0,151793.0,98.7322,1344497.0,13014.9,13402.3
2016-11-01,145189.0,151954.0,98.3452,1345017.0,13036.8,13450.8
2016-12-01,145408.0,152157.0,99.0314,1361415.0,13128.5,13499.3
2017-01-01,145639.0,152152.0,98.7987,1365202.0,13136.3,13541.3
2017-02-01,145845.0,152480.0,98.4322,1363025.0,13143.4,13589.2
2017-03-01,145975.0,153065.0,99.0663,1360169.0,13201.7,13642.8
2017-04-01,146172.0,153255.0,100.0082,1355381.0,13206.1,13682.6
2017-05-01,146389.0,153069.0,100.1286,1360858.0,13214.5,13780.7
2017-06-01,146588.0,153318.0,100.3233,1365370.0,13256.7,13790.9
2017-07-01,146772.0,153569.0,100.0947,1370870.0,13290.1,13837.7
2017-08-01,146907.0,153503.0,99.6642,1378509.0,13291.7,13860.4
2017-09-01,146999.0,154286.0,99.7686,1385196.0,13364.4,13903.9
2017-10-01,147147.0,153609.0,100.9981,1393064.0,13377.0,13963.2
2017-11-01,147377.0,153805.0,101.2597,1403474.0,13450.3,14028.2
2017-12-01,147521.0,153904.0,101.4573,1412747.0,13555.4,14062.3
2018-01-01,147670.0,154425.0,101.3939,1394188.0,13541.3,14042.8
2018-02-01,148058.0,155197.0,101.7656,1401163.0,13547.3,14068.6
2018-03-01,148281.0,155214.0,102.2441,1398064.0,13586.5,14103.0
2018-04-01,148426.0,155312.0,103.3468,1398213.0,13598.7,14121.8
2018-05-01,148755.0,155652.0,102.3911,1408616.0,13640.5,14163.6
2018-06-01,148966.0,155762.0,103.1924,1402036.0,13653.7,14226.0
2018-07-01,149022.0,156146.0,103.3334,1405164.0,13682.7,14298.5
2018-08-01,149272.0,155504.0,104.0807,1412014.0,13711.5,14356.7
2018-09-01,149361.0,156015.0,104.1181,1411531.0,13687.1,14354.0
2018-10-01,149526.0,156391.0,103.9397,1406996.0,13727.1,14370.2
2018-11-01,149622.0,156721.0,104.0007,1411645.0,13800.3,14411.1
2018-12-01,149805.0,156817.0,103.9946,1408513.0,13682.3,14599.3
2019-01-01,150114.0,156529.0,103.373,1412644.0,13716.5,14565.8
2019-02-01,150092.0,156908.0,102.8292,1415268.0,13723.1,14629.0
2019-03-01,150320.0,156755.0,102.8286,1413719.0,13818.2,14662.8
2019-04-01,150563.0,156683.0,102.2481,1400401.0,13813.1,14638.4
2019-05-01,150630.0,156814.0,102.4192,1408021.0,13866.1,14636.0
2019-06-01,150797.0,157164.0,102.4893,1413647.0,13909.1,14651.8
2019-07-01,150879.0,157525.0,102.0236,1412539.0,13968.4,14644.9
2019-08-01,151111.0,157782.0,102.7754,1418631.0,14013.2,14724.0
2019-09-01,151318.0,158302.0,102.5315,1413875.0,14029.7,14754.4
2019-10-01,151447.0,158474.0,101.6022,1399583.0,14029.1,14786.9
2019-11-01,151662.0,158642.0,102.148,1406281.0,14115.4,14864.1
2019-12-01,151764.0,158834.0,101.884,1399284.0,14137.1,14792.5
2020-01-01,152098.0,158543.0,101.3768,1393350.0,14184.8,14966.4
2020-02-01,152371.0,158749.0,101.633,1402552.0,14167.8,15051.0
2020-03-01,150944.0,155451.0,97.6672,1342940.0,13234.3,14686.1
2020-04-01,130430.0,133258.0,84.5979,1182385.0,11783.3,13798.2
2020-05-01,133055.0,137128.0,85.9732,1279426.0,12758.0,14117.0
2020-06-01,137620.0,142276.0,91.5625,1381570.0,13464.8,14433.6
2020-07-01,139064.0,143779.0,95.0144,1416754.0,13667.3,14567.8
2020-08-01,140799.0,147201.0,95.8881,1423157.0,13761.1,14732.0
2020-09-01,141760.0,147625.0,95.8444,1431727.0,13953.4,14899.2
2020-10-01,142479.0,149854.0,96.4292,1441300.0,13988.6,15128.9
2020-11-01,142743.0,149928.0,96.8564,1441697.0,13953.9,15110.8
2020-12-01,142475.0,149961.0,97.9754,1456396.0,14006.3,15124.8
2021-01-01,142969.0,149871.0,98.7836,1484260.0,14180.7,15057.7
2021-02-01,143544.0,150205.0,95.3744,1444603.0,14037.8,15068.0
2021-03-01,144328.0,150751.0,98.1351,1497543.0,14629.3,15203.4
2021-04-01,144614.0,151171.0,98.2886,1498783.0,14730.7,15323.2
2021-05-01,145096.0,151482.0,99.1508,1471897.0,14689.6,15393.1
2021-06-01,145789.0,151684.0,99.5096,1477907.0,14816.4,15440.9
2021-07-01,146558.0,152782.0,100.1231,1484750.0,14784.0,15491.1
2021-08-01,147221.0,153211.0,100.1255,1482132.0,14863.0,15480.9
2021-09-01,147778.0,153867.0,99.0614,1491198.0,14899.4,15513.3
2021-10-01,148559.0,154395.0,100.3045,1496139.0,14997.3,15565.9
2021-11-01,149173.0,155535.0,101.1971,1504438.0,15019.2,15560.6
2021-12-01,149742.0,156081.0,100.886,1505373.0,14970.4,15500.8
2022-01-01,150106.0,157122.0,101.0227,1502677.0,14971.1,15399.0
2022-02-01,151010.0,157590.0,101.6766,1492385.0,14980.6,15379.6
2022-03-01,151424.0,158328.0,102.478,1489554.0,15034.0,15315.8
2022-04-01,151678.0,157982.0,102.7953,1484641.0,15081.7,15315.5
2022-05-01,152042.0,158299.0,102.7769,1465655.0,15060.0,15304.5
2022-06-01,152412.0,158057.0,102.6863,1459948.0,15065.8,15242.6
2022-07-01,152980.0,158272.0,103.1328,1464388.0,15069.1,15386.7
2022-08-01,153332.0,158694.0,103.2344,1486775.0,15136.3,15434.7
2022-09-01,153682.0,158850.0,103.5283,1487782.0,15176.7,15466.3
2022-10-01,154006.0,158593.0,103.4114,1486505.0,15202.7,15426.4
2022-11-01,154296.0,158527.0,103.0707,1474258.0,15149.8,15405.3
2022-12-01,154535.0,159244.0,101.4848,1495942.0,15161.7,15402.2
2023-01-01,155007.0,160138.0,102.5478,1496789.0,15317.6,15496.1
2023-02-01,155255.0,160315.0,102.5671,1493217.0,15325.5,15529.2
2023-03-01,155472.0,160892.0,102.6592,1478999.0,15295.4,15596.8
2023-04-01,155689.0,161031.0,103.1512,1475174.0,15316.9,15592.2
2023-05-01,155970.0,160721.0,102.924,1489005.0,15337.4,15622.4
2023-06-01,156075.0,160994.0,102.303,1488903.0,15376.3,15638.0
2023-07-01,156311.0,161262.0,103.267,1499309.0,15461.5,15680.0
2023-08-01,156476.0,161484.0,103.2927,1505849.0,15462.1,15710.9
2023-09-01,156773.0,161570.0,103.3643,1519974.0,15515.0,15741.5
2023-10-01,156923.0,161222.0,102.7081,,15541.3,15785.0
